epoch,step,train_class_loss_epoch,train_class_loss_step,train_kld_loss_epoch,train_kld_loss_step,train_recon_loss_epoch,train_recon_loss_step,train_total_loss_epoch,train_total_loss_step,train_vae_loss_epoch,train_vae_loss_step,val_acc,val_class_loss,val_kld_loss,val_recon_loss,val_total_loss,val_vae_loss
29,269,,0.8062312602996826,,0.01990637741982937,,0.8601897358894348,,1.6863274574279785,,0.8800961375236511,,,,,,
29,269,,,,,,,,,,,0.6907407641410828,0.7140416502952576,0.00917232409119606,0.8223585486412048,1.5455725193023682,0.8315308690071106
29,269,0.7174423933029175,,0.02032511867582798,,0.8275418877601624,,1.5653095245361328,,0.8478670120239258,,,,,,,
30,278,,,,,,,,,,,0.6907407641410828,0.7178482413291931,0.010480642318725586,0.8221727609634399,1.5505015850067139,0.8326534628868103
30,278,0.7164182662963867,,0.01999771036207676,,0.8272882103919983,,1.563704013824463,,0.8472858667373657,,,,,,,
31,279,,0.704992949962616,,0.020317429676651955,,0.8318216800689697,,1.5571320056915283,,0.8521391153335571,,,,,,
31,287,,,,,,,,,,,0.6907407641410828,0.7059021592140198,0.01007629744708538,0.822141706943512,1.5381200313568115,0.8322180509567261
31,287,0.7197884917259216,,0.02019675076007843,,0.8267736434936523,,1.5667588710784912,,0.8469703793525696,,,,,,,
32,289,,0.673967182636261,,0.018336810171604156,,0.8221918940544128,,1.514495849609375,,0.8405287265777588,,,,,,
32,296,,,,,,,,,,,0.6907407641410828,0.7057521939277649,0.009374273009598255,0.8222184181213379,1.5373449325561523,0.8315926194190979
32,296,0.7207331657409668,,0.01913182996213436,,0.8271120190620422,,1.5669771432876587,,0.8462437987327576,,,,,,,
33,299,,0.6702539324760437,,0.01727885939180851,,0.8264668583869934,,1.5139997005462646,,0.8437457084655762,,,,,,
33,305,,,,,,,,,,,0.6907407641410828,0.717887282371521,0.009122699499130249,0.8220342993736267,1.5490442514419556,0.8311569690704346
33,305,0.7156018614768982,,0.01840563304722309,,0.8268952965736389,,1.5609028339385986,,0.8453009128570557,,,,,,,
34,309,,0.7105131149291992,,0.017886802554130554,,0.841494083404541,,1.5698940753936768,,0.8593809008598328,,,,,,
34,314,,,,,,,,,,,0.6907407641410828,0.7017900943756104,0.00854081567376852,0.8221878409385681,1.532518744468689,0.8307285904884338
34,314,0.7175748944282532,,0.017768407240509987,,0.8268448710441589,,1.5621881484985352,,0.844613254070282,,,,,,,
35,319,,0.688341498374939,,0.016394738107919693,,0.8462305068969727,,1.550966739654541,,0.862625241279602,,,,,,
35,323,,,,,,,,,,,0.6907407641410828,0.7149159908294678,0.008439715951681137,0.8219966888427734,1.5453523397445679,0.8304363489151001
35,323,0.7154284119606018,,0.016681835055351257,,0.8264815807342529,,1.5585917234420776,,0.8431634902954102,,,,,,,
36,329,,0.8378746509552002,,0.01640547439455986,,0.8591808080673218,,1.713460922241211,,0.8755862712860107,,,,,,
36,332,,,,,,,,,,,0.6907407641410828,0.7221707105636597,0.008351285010576248,0.8218820095062256,1.5524040460586548,0.8302333354949951
36,332,0.7114984393119812,,0.016574757173657417,,0.8265830874443054,,1.5546562671661377,,0.843157947063446,,,,,,,
37,339,,0.681567907333374,,0.014477189630270004,,0.8024473190307617,,1.4984924793243408,,0.816924512386322,,,,,,
37,341,,,,,,,,,,,0.6907407641410828,0.7143270969390869,0.0069652460515499115,0.8219590187072754,1.5432512760162354,0.828924298286438
37,341,0.717074990272522,,0.015034491196274757,,0.8261791467666626,,1.55828857421875,,0.8412137031555176,,,,,,,
38,349,,0.6752887964248657,,0.014899400994181633,,0.8239957690238953,,1.5141839981079102,,0.8388951420783997,,,,,,
38,350,,,,,,,,,,,0.6907407641410828,0.7021200060844421,0.007669314742088318,0.821847677230835,1.5316370725631714,0.8295170664787292
38,350,0.7138943076133728,,0.014164556749165058,,0.8262666463851929,,1.5543254613876343,,0.8404312133789062,,,,,,,
39,359,,0.6723462343215942,,0.015042038634419441,,0.8073742985725403,,1.494762659072876,,0.822416365146637,,,,,,
39,359,,,,,,,,,,,0.6907407641410828,0.7068754434585571,0.007370782550424337,0.8217951059341431,1.536041259765625,0.8291658163070679
39,359,0.7166271805763245,,0.014536329545080662,,0.8259952664375305,,1.5571588277816772,,0.840531587600708,,,,,,,
40,368,,,,,,,,,,,0.6907407641410828,0.7102974653244019,0.007247669622302055,0.8219319581985474,1.5394771099090576,0.8291796445846558
40,368,0.7165144681930542,,0.013639419339597225,,0.8259737491607666,,1.5561277866363525,,0.8396131992340088,,,,,,,
41,369,,0.7154881954193115,,0.013288965448737144,,0.8221684694290161,,1.5509456396102905,,0.835457444190979,,,,,,
41,377,,,,,,,,,,,0.6907407641410828,0.7025327086448669,0.007039115764200687,0.8218302130699158,1.5314021110534668,0.8288693428039551
41,377,0.7191962599754333,,0.013537364080548286,,0.8258370161056519,,1.5585705041885376,,0.8393743634223938,,,,,,,
42,379,,0.7761976718902588,,0.013421505689620972,,0.8527631163597107,,1.642382264137268,,0.8661845922470093,,,,,,
42,386,,,,,,,,,,,0.6907407641410828,0.7154518365859985,0.007429767400026321,0.8217765092849731,1.5446581840515137,0.8292063474655151
42,386,0.7145394086837769,,0.013918849639594555,,0.825728178024292,,1.554186463356018,,0.8396469950675964,,,,,,,
43,389,,0.7184673547744751,,0.012173518538475037,,0.830773651599884,,1.5614144802093506,,0.8429471850395203,,,,,,
43,395,,,,,,,,,,,0.6907407641410828,0.7116977572441101,0.006387396715581417,0.8217811584472656,1.539866328239441,0.8281684517860413
43,395,0.7152646780014038,,0.01261834241449833,,0.8256276249885559,,1.5535105466842651,,0.8382460474967957,,,,,,,
44,399,,0.6736464500427246,,0.012974374927580357,,0.8360390067100525,,1.5226597785949707,,0.8490133881568909,,,,,,
44,404,,,,,,,,,,,0.6907407641410828,0.7184169292449951,0.006021197885274887,0.8218069672584534,1.5462450981140137,0.827828049659729
44,404,0.7202485203742981,,0.012064620852470398,,0.8255413770675659,,1.5578547716140747,,0.8376060128211975,,,,,,,
45,409,,0.7249497771263123,,0.014051290228962898,,0.8056051135063171,,1.5446062088012695,,0.8196564316749573,,,,,,
45,413,,,,,,,,,,,0.6907407641410828,0.703429639339447,0.006384311709553003,0.8217014670372009,1.53151535987854,0.8280857801437378
45,413,0.714522659778595,,0.01251304242759943,,0.8254127502441406,,1.5524486303329468,,0.837925910949707,,,,,,,
46,419,,0.7426614165306091,,0.012889780104160309,,0.8272459506988525,,1.5827971696853638,,0.8401357531547546,,,,,,
46,422,,,,,,,,,,,0.6907407641410828,0.7099741101264954,0.00587715907022357,0.8217648863792419,1.5376161336898804,0.827642023563385
46,422,0.7124327421188354,,0.011548684909939766,,0.8252373933792114,,1.549218773841858,,0.8367859721183777,,,,,,,
47,429,,0.7710905075073242,,0.012813873589038849,,0.8152590394020081,,1.5991634130477905,,0.8280729055404663,,,,,,
47,431,,,,,,,,,,,0.6907407641410828,0.7173339128494263,0.006333179771900177,0.8218007683753967,1.5454679727554321,0.8281340599060059
47,431,0.7209528088569641,,0.01150060910731554,,0.8255093693733215,,1.5579627752304077,,0.8370099663734436,,,,,,,
48,439,,0.7148303985595703,,0.013542203232645988,,0.8122546672821045,,1.5406272411346436,,0.8257968425750732,,,,,,
48,440,,,,,,,,,,,0.6907407641410828,0.7211276888847351,0.006715378258377314,0.8218299150466919,1.5496728420257568,0.8285452723503113
48,440,0.7137778401374817,,0.012200601398944855,,0.8253530859947205,,1.5513314008712769,,0.8375536799430847,,,,,,,
49,449,,0.7457550168037415,,0.013912196271121502,,0.8286367654800415,,1.588304042816162,,0.8425489664077759,,,,,,
49,449,,,,,,,,,,,0.6907407641410828,0.7071657776832581,0.0067754266783595085,0.8216646909713745,1.5356059074401855,0.8284401297569275
49,449,0.7190715670585632,,0.011382529512047768,,0.825174868106842,,1.5556288957595825,,0.8365574479103088,,,,,,,
